ID,Email,Titulo,Universidade,Autores,Apoio,Conflito
COL009,,"Efeito da combinação de tratamentos com fosfopeptídeo de caseína-fosfato de cálcio amorfo e trimetafosfato sobre lesões de cárie","Odontologia Infantil e Social - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Gonçalves FMC*, Delbem ACB, Pessan JP, Emerenciano NG, Oliveira NMC, Romero GDA, Cannon M, Danelon M","<em>(Apoio: Fapesp N° 2017/21018-6 | CAPES N° Código 001 | Fapesp N° 2018/24258-0)</em>","Não há conflito de interesse"
COL010,,"Impacto da radioterapia no proteoma da película adquirida em pacientes com câncer de cabeça e pescoço: alterações ao longo do tratamento","Ciências Biológicas - UNIVERSIDADE DE SÃO PAULO - BAURU.","Ventura TMO*, Ribeiro NR, Taira EA, Souza-E-silva CM, Rubira CMF, Santos PSS, Buzalaf MAR","<em>(Apoio: FAPESP N° 2017/05031-2 | FAPESP N° 2018/17860-6)</em>","Não há conflito de interesse"
COL011,,"A fluoretação da água de abastecimento público enfrenta as desigualdades raciais de cárie dentária em crianças e adolescentes Brasileiros?","Saúde Coletiva - UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL - FACULDADE DE ODONTOLOGIA.","Bomfim RA*, Watt RG, Heilmann A, Tsakos G, Frazão P","<em>(Apoio: CNPq N° 153623/2018-7)</em>","Não há conflito de interesse"
DMG001,,"Resistência à fratura de dentes com acesso minimamente invasivo e convencional restaurados com resina ou pino de fibra de vidro","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Boscatto RH*, Soares AJ, Prado M, Frozoni M",,"Não há conflito de interesse"
DMG002,,"Influência do acesso ultraconservador na eficácia da instrumentação com XP-endo Shaper e Reciproc e na obturação em molares inferiores","Clínica Odontológica - UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO.","Lima CO*, Ferreira CMA, Barbosa AFA, Lopes RT, Sassone LM, Fidel SR, Silva EJNL","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
DMG003,,"Impacto da cavidade de acesso ultraconservadora e conicidades reduzidas no preparo e resistência à fratura de molares inferiores","Endodontia - UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO.","Augusto CM*, Lima CO, Ferreira CMA, Barbosa AFA, Silva EJNL, Sassone LM","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
DMG004,,"Abordagem minimamente invasiva no diagnóstico e tratamento de cárie secundária: Um Ensaio Clínico Randomizado","UNIVERSIDADE FEDERAL DE PELOTAS.","Romero VHD*, Signori C, Uehara JLS, Queiroz ABL, Maydana GS, Mendes FM, Cenci MS","<em>(Apoio: CAPES N° 88881.134707/2016-01 | CNPq N° 310340/2017-9)</em>","Não há conflito de interesse"
DMG005,,"Sobrevida de restaurações de resina Bulk Fill em molares decíduos após a remoção seletiva de tecido cariado: ensaio clínico randomizado","Cirurgia e Ortopedia - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Trentin GA*, Gomes M, Noal FC, Sari AR, Silva BS, Garcia Godoy F, Araujo FB",,"Não há conflito de interesse"
DMG006,,"Comparação entre o TRA versus TRA associado ao Brix3000® quanto ao tempo de tratamento da lesão de cárie, dor e aceitabilidade de crianças","Odontopediatria e Ortodontia - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Souza TF*, Monteiro ASN, Martins ML, Tavares-Silva CM, Fonseca-Gonçalves A, Maia LC","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
DMG007,,"Progressão de cárie após selamento resinoso em molares decíduos e permanentes: Estudo clínico randomizado de boca dividida","Odontologia - INSTITUTO PRESIDENTE ANTÔNIO CARLOS DE PALMAS .","Santos PU*, Tedesco TK, Imparato JCP, Calvo AFB, Silva SBHB, Gimenez T",,"Não há conflito de interesse"
DMG008,,"Selamento de lesões de cárie oclusais cavitadas em dentina de molares decíduos: ECR de 30 meses de acompanhamento","Cirurgia e Ortopedia - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Santos NM*, Gouvêa DB, Toniolo J, Sarti CS, Leal SC, Rodrigues JA","<em>(Apoio: CAPES N° 88882.181934/2018-01)</em>","Não há conflito de interesse"
DMG009,,"Tratamento não invasivo de lesões oclusais de esmalte acometidas pela hipomineralização molar-incisivocom laser: estudo in vivo","Odontopediatria - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Pion LA*, Faraoni JJ, Quero IB, Hesse D, Carvalho FK, Palma-Dibb RG","<em>(Apoio: FAPESP N° 2019/069789 | CAPES | GC corporation)</em>","Não há conflito de interesse"
DMG010,,"Efeito combinado do uso de fosfopeptídeo de caseína-fosfato de cálcio amorfo e trimetafosfato na prevenção da desmineralização do esmalte","Odontologia Infantil e Social - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Danelon M*, Gonçalves FMC, Emerenciano NG, Silva MP, Cannon M, Pessan JP, Delbem ACB","<em>(Apoio: CAPES - FAPESP N° 2018/24258-0 2018/13258-0 | CAPES N° Código 001)</em>","Não há conflito de interesse"
DMG011,,"O emprego da <em>Hall Technique</em> em primeiros molares permanentes de pacientes com Hipomineralização Molar Incisivo (HMI) - série de casos","FACULDADE DE MEDICINA DE PETRÓPOLIS - FACULDADE ARTHUR SÁ EARP NETO.","Guerra BMS*, Reis PPG, Jorge RC, Soviero VM",,"Não há conflito de interesse"
DMG012,,"Eficácia do diamino fluoreto de prata 30% na paralisação da cárie em molares decíduos: ensaio cínico controlado randomizado de 24 meses","Odontopediatria e Ortodontia - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Rodrigues GF*, Vollú AL, Vargas TR, Kort-Kamp LM, Costa TC, Barja-Fidalgo F, Fonseca-Gonçalves A","<em>(Apoio: CAPES N° DS 001 | FAPERJ N° E-26/202.766/2019)</em>","Não há conflito de interesse"
DMG013,,"Impacto da escolha do cimento de ionômero de vidro na longevidade de restaurações ART ocluso-proximais em molares decíduos: 2 anos de um ECR","Ortodontia e Odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Oliveira RC*, Pacheco ALB, Costa ICO, Bonifácio CC, Calvo AFB, Passaro AL, Imparato JCP, Raggio DP",,"Não há conflito de interesse"
DMG014,,"Diamino Fluoreto de Prata associado ao Iodeto de Potássio diminui manchamento de dentina em dentes decíduos? Um ensaio clínico randomizado","UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI.","Mourão PS*, Fernandes IB, Araújo AS, Machado GF, Ramos-Jorge ML","<em>(Apoio: CAPES | CNPq | UFVJM)</em>","Não há conflito de interesse"
DMG015,,"Abordagem minimamente invasiva das lesões de cárie moderadas: quanto custa para se ter o maior conforto do paciente? uma avaliação econômica","Ortodontia e Odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Rocha ES*, Gomes RAC, Floriano I, Tedesco TK, Mendes FM, Imparato JCP, Raggio DP, Braga MM","<em>(Apoio: CNPq N° 448013/2014-2  | FAPESP N° 2012/50716-0  | FAPESP N° 2013/27206-8)</em>","Não há conflito de interesse"
DMG016,,"Sucesso de reparos com resina composta versus cimento de ionômero vidro de alta viscosidade em molares decíduos","Odontopediatria e Ortodontia Preventiva - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Garbim JR*, Freitas RD, Passaro AL, Moro BLP, Braga MM, Mendes FM, Tedesco TK, Raggio DP","<em>(Apoio: CAPES N° 475433/2020-00 | CNPq N° 420458/2018-2 | FAPESP N° 2018/20464-5)</em>","Não há conflito de interesse"
DMG017,,"Avaliação <em>in situ</em> de um hidrogel experimental para prevenção da erosão a dentina em pacientes acometidos por DRGE","Odontologia Restauradora - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Dias PC*, Palma-Dibb RG, Matos LLM, Quero IB, Yamakami SA, Faraoni JJ","<em>(Apoio: FAPs - FAPESP)</em>","Não há conflito de interesse"
DMG018,,"Odontologia minimamente invasiva: estudo retrospectivo de 10 anos sobre reparos em restaurações dentais","Materiais Dentários e Prótese - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Cruvinel PB*, Finco LL, Souza-Gabriel AE, De Rossi A, Tirapelli C","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
DMG019,,"Análise <em>in situ</em> de propriedades físico-químicas e penetração em lesões iniciais de cárie em esmalte de infiltrantes experimentais","Odontologia Restauradora - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Flor-Ribeiro MD*, Alves LA, Mattos Graner RO, Silva MAP, Aguiar FHB, Marchi GM","<em>(Apoio: CAPES N° 001 | FAPs - FAPESP N° 2017/14378-6)</em>","Não há conflito de interesse"
DMG020,,"Facetas oclusais de cerâmicas de matriz resinosa: efeito da espessura na desadaptação, confiabilidade e distribuição de tensão","Prótese e Periodontia - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Ruggiero MM*, Gomes RS, Bergamo E, Freitas MIM, Bonfante EA, Cury AAB","<em>(Apoio: FAPs - Fapesp N° 2018/21317-6 | FAPs - Fapesp N° 2012/19078-7  | CAPES N° 001)</em>","Não há conflito de interesse"
FC001,,"A proteína Agrin regula a diferenciação osteoblástica através da modulação das vias Wnt e BMP","Dctbmfp - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Lopes HB*, Souza ATP, Oliveira FS, Weffort D, Freitas GP, Fernandes RR, Rosa AL, Beloti MM","<em>(Apoio: CNPq N° 303464/2016-0 | FAPESP N° 2019/01344-1 | FAPESP N° 2017/20349-9)</em>","Não há conflito de interesse"
FC002,,"Osteoporose e osteoblastos cocultivados com adipócitos inibem a osteogênese pela regulação da acetilação de histona","Biologia Oral - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Souza PG*, Abuna RPF, Almeida LO, Souza ATP, Fernandes RR, Sverzut TFV, Rosa AL, Beloti MM","<em>(Apoio: FAPESP N° 2016/14171-0 | FAPESP N° 2017/12622-7 | FAPESP N° 2019/14127-9)</em>","Não há conflito de interesse"
FC003,,"Efeito da <em><em>cell sheet</em></em> de hDPSC, associada ou não à terapia de fotobiomodulação, no reparo de lesões ósseas em ratos diabéticos","Dentística - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Pedroni ACF*, Cavalcanti SCSXB, Oliveira NK, Miniello T, Moreira MSNA, Bertoletti AVS, Bianchi DM, Marques MM","<em>(Apoio: Fapesp N° 2017/00760-6 | Auxílio Fapesp N° 2017/16777-5)</em>","Não há conflito de interesse"
FC004,,"Fotobiomodulação recruta pericitos e células indiferenciadas em modelo murino transgênico de injúria pulpar","Odontologia Restauradora - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Gomes NA*, Oliveira HMC, Menezes GB, Magalhães CS, Castilho LS, Reis PHRG, Valle IB, Diniz IMA","<em>(Apoio: CNPq N° 438748/2018-2)</em>","Não há conflito de interesse"
FC005,,"Matriz extracelular do biofilme favorece disbiose bacteriana e resistência antimicrobiana: nova abordagem terapêutica para implantes","Prótese e Periodontia - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Costa RC*, Souza JGS, Bertolini MM, Retamal-Valdes B, Feres M, Barão VAR","<em>(Apoio: FAPs - FAPESP N° 2018/04630-2)</em>","Não há conflito de interesse"
FC006,,"Alterações proteômicas e morfológicas causadas pela ingestão aguda do fluoreto no jejuno e no íleo de ratos","Ciências Biológicas - UNIVERSIDADE DE SÃO PAULO - BAURU.","Dionizio A*, Melo CGS, Sabino-Arias IT, Araujo TT, Ventura TMO, Perles JVCM, Zanoni JN, Buzalaf MAR","<em>(Apoio: FAPESP N° 2016/09100-6)</em>","Não há conflito de interesse"
FC007,,"O tamanho da falha pode ser decisivo na escolha do material para reparo de restaurações? - Uma análise econômica","Ortodontia e Odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Freitas RD*, Moro BLP, Passaro AL, Maia HCM, Tedesco TK, Mendes FM, Raggio DP, Braga MM","<em>(Apoio: FAPESP N° 2018/03199-6 | FAPESP N° 2018/20464-5 | CNPq N° 420458/2018-2)</em>","Não há conflito de interesse"
FC008,,"Características de referenciamento e absenteísmo de crianças em primeira consulta especializada em Odontopediatria no CEO-UFRGS","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Gouvêa DB*, Neves M, Rodrigues JA",,"Não há conflito de interesse"
FC009,,"A personalidade do cirurgião-dentista pode influenciar no diagnóstico de cárie?","Odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Maia HCM*, Moro BLP, Paz RQ, Marconi MM, Crispim AC, Mendes FM","<em>(Apoio: CNPq N°  130459/2019-4 )</em>","Não há conflito de interesse"
FC010,,"A influência de diferentes critérios clínicos na decisão de substituir restaurações em dentes decíduos","Ortodontia/odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Moro BLP*, Freitas RD, Pontes LRA, Lenzi TL, Braga MM, Raggio DP, Cenci MS, Mendes FM","<em>(Apoio: CAPES | CNPq N° 141425/2017-2  | FAPs - Fapesp N° 2017/22897-3 )</em>","Não há conflito de interesse"
FC011,,"Comparative proteomic analysis of dental cementum from deciduous and permanent teeth","Odontologia Infantil - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Giovani PA*, Martins L, Salmon CR, Mofatto LS, Paes Leme AF, Foster BL, Nociti-Júnior FH, Kantovitz KR","<em>(Apoio: FAPs - FAPESP N° 2016/02942-1 | FAPs - FAPESP N° 2019/13242-9)</em>","Não há conflito de interesse"
FC012,,"A atividade da anidrase carbônica VI na saliva e no biofilme pode prever a cárie na primeira infância","Clinica Infantil - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Sousa ET*, Holanda ATL, Nobre-Dos-santos M","<em>(Apoio: CNPq N° 141118/2017-2 | FAPESP N° 2017/17630-8)</em>","Não há conflito de interesse"
FC013,,"Efeitos dentoesqueléticos do Twin Block e do Herbst com e sem ancoragem esquelética no tratamento da Classe II: um ensaio clínico randomizado","Precom - Clínica de Ortodontia - UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO.","Palomares NB*, Lopes KB, Lima TA, Carvalho FAR, Quintão CCA, Miguel JAM","<em>(Apoio: FAPs - FAPERJ - Bolsa Nota 10 Doutorado N° 200.563/2018 | FAPs - FAPERJ - Bolsa de Doutorado N° 201.787/2015)</em>","Não há conflito de interesse"
FC014,,"Impacto da protração maxilar com miniplacas de ancoragem óssea na qualidade de vida de pacientes com fissura transforame unilateral","Odontoclínica - UNIVERSIDADE FEDERAL FLUMINENSE.","Nascimento VC*, Martins MM, Vilella BS, Garib DG, Faco RAS, Vilella OV",,"Não há conflito de interesse"
FC015,,"Influência da aplicação local de ozônio ao movimento dentário induzido em ratos","Odontologia - ASSOCIAÇÃO MARINGÁ DE ENSINO SUPERIOR.","Faccini M*, Agostini F, Campos FUF, Casaroto AR, Salmeron S, Segundo ASG, Carinhena G, Freitas KMS",,"Não há conflito de interesse"
FC016,,"Potencialização do efeito anti-erosivo de soluções fluoretadas pela adição de um copolímero do polimetacrilato","Odontologia Restauradora - INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Augusto MG*, Silva LFO, Scaramucci T, Torres CRG, Aoki IV, Borges AB","<em>(Apoio: FAPESP N° 2016/15755-5)</em>","Não há conflito de interesse"
FC017,,"Cinética de degradação, eficácia clareadora e citotoxicidade trans-amelodentinária de géis clareadores contendo óxido de manganês","UNIVERSIDADE ESTADUAL PAULISTA - ARARAQUARA.","Ribeiro RAO*, Duque CCO, Zuta UO, Leite MLAS, Soares DG, Hebling J, De-Souza-costa CA","<em>(Apoio: FAPs - FAPESP N° 2018/14457-6)</em>","Não há conflito de interesse"
FC018,,"Avaliação da eficácia do FITOPROT como terapia alternativa para tratamento da queilite actínica: ensaio clínico randomizado triplo cego","Faculdade de Odontologia - UNIVERSIDADE FEDERAL DE GOIÁS.","Vilela ACS*, Silva RNF, Mendonça EF, Arantes DAC, Batista AC, Valadares MC, Corrêa-Faria P, Costa NL","<em>(Apoio: CAPES N° 001 | CAPES N° 001)</em>","Não há conflito de interesse"
FC019,,"Efeito das vesículas extracelulares derivadas de células epiteliais malignas na expressão de metaloproteases por células mioepiteliais","Patologia Bucal - FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Souza IF*, Teixeira LN, Araujo VC, Navarini NF, Demasi APD, Martinez EF","<em>(Apoio: CNPq N° #302138/2017-0 | FAPESP N° #2015/16289-5)</em>","Não há conflito de interesse"
FC020,,"Análise <em>in vitro</em> e <em>in vivo</em> da capacidade osteogênica de lesão central de células gigantes","Patologia - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Miguita L*, Pereira NB, Bastos VC, Sousa JC, Reis AMS, Andrade LO, Dias AAM, Gomes CC","<em>(Apoio: FAPEMIG | CNPq | CAPES)</em>","Não há conflito de interesse"
FC021,,"Deposição de imunocomplexos no tecido gengival na presença de periodontite e lúpus eritematoso sistêmico: análise por imunofluorescência","Periodontia - UNIVERSIDADE DE SÃO PAULO - BAURU.","Pires JR*, Degand DRF, Nunes AJF, Pessoa LC, Greghi SLA, Nogueira MRS, Santana ACP","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
FC022,,"Efeitos anti-inflamatório e antirreabsortivo da atorvastatina na perda óssea alveolar de ratos diabéticos com periodontite experimental","Morfologia - UNIVERSIDADE FEDERAL DO CEARÁ.","Angelino GB*, Ferreira VCS, Pereira KMA, Gondim DV, Feitosa SG, Gusmão JNFM, Dias NRM, Goes P","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
FC023,,"Efeito da laserterapia (GaAlAs) no palato após remoção de enxerto de tecido conjuntivo epitelizado: um ensaio clínico randomizado","Odontologia Preventiva e Social - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Bitencourt FV*, David SC, Schutz JS, Fonseca JG, Kirst Neto AO, Schindler E, Visioli F, Fiorini T","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
FC024,,"Influência da saúde bucal e de polimorfismos genéticos no cluster da <em>IL1</em> no risco para doença renal crônica e mortalidade","Programa de Pós Graduação Em Odontologia - PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ.","Huk VK*, Souza CM, Braosi APR, Luczyszyn SM, Olandoski M, Pecoits Filho R, Trevilatto PC","<em>(Apoio: Fundação Araucária N° 202015)</em>","Não há conflito de interesse"
FC025,,"Predictors of implant loss following the surgical treatment of peri-implantitis: a 9-year prospective study","Odontologia - UNIVERSIDADE ESTADUAL DE MARINGÁ.","Dias DR*, Matarazzo F, Araújo MG",,"Não há conflito de interesse"
FC026,,"<em>Trait Emotional Intelligence Questionnaire-Short Form</em>: análise psicométrica e aplicação no contexto acadêmico da Odontologia","Saúde da Criança e do Adolescente - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Perazzo MF*, Abreu LG, Pérez-Díaz PA, Petrides KV, Granville-Garcia AF, Paiva SM","<em>(Apoio: CNPq N° 205043/2018-6 | CAPES N° 001)</em>","Não há conflito de interesse"
FC027,,"Acesso e resolutividade dos serviços de saúde bucal no Brasil: influência do processo de trabalho e estrutura de serviços","Odontologia Social e Preventiva - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Amorim LP*, Senna MIB, Alencar GP, Rodrigues LG, Paula JS, Ferreira RC","<em>(Apoio: CAPES N° 001 | FAPEMIG N° APQ-04112-17)</em>","Não há conflito de interesse"
FC028,,"Análise da citotoxicidade e capacidade osteogênica da biofuncionalização do titânio com PLGA incorporando sinvastatina","Programa de Pós-graduação Em Odontologia - UNIVERSIDADE FEDERAL DE SANTA CATARINA.","Curtarelli RB*, Sordi MB, Benfatti CAM, Magini RS, Cruz ACC","<em>(Apoio: CAPES N° 88882.437786/2019-01 | International Team for Implantology (ITI))</em>","Não há conflito de interesse"
FC029,,"Comparação da Análise de Frequência de Ressonância e do Torque de Inserção para medir a estabilidade inicial de implantes: <em>Follow-up</em> de 5 anos","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Mayer L*, Gomes FV, Joly JC",,"Não há conflito de interesse"
FC030,,"A resina composta com tecnologia Giomer é a solução para aumentar a sobrevida de restaurações ocluso-proximais de molares decíduos? ECR","Ortodontia e Odontopediatria - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Passaro AL*, Costa ICO, Laux CM, Oliveira RC, Tedesco TK, Raggio DP","<em>(Apoio: CAPES N° 88882.376916/2019-01)</em>","Não há conflito de interesse"
HA001,,"Are all dental pulp stem cells primed to differentiate into vascular endothelial cells?","Odontopediatria, Ortodontia e Saúde Cole - UNIVERSIDADE DE SÃO PAULO - BAURU.","Bergamo, MTOP*, Zhang Z, Oliveira TM, Machado MAAM, Nör JE","<em>(Apoio: FAPESP N° 2018/13675-0 | NIH/NIDCR  N° RO1-DE021410)</em>","Não há conflito de interesse"
HA002,,"Central antinociceptive action of Botulinum toxin type A and its effects on the glia-neuron cross-talk in a TMJ-rheumatoid arthritis model","Prótese e Periodontia - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Muñoz-Lora VRM*, Abdalla HB, Matak I, Dugonjic A, Lackovic Z, Clemente-Napimoga JT, Cury AAB","<em>(Apoio: FAPs - FAPESP N° 2017/07741-7 | FAPs - BEPE-FAPESP N° 2018/13575-5 | CAPES N° 001)</em>","Não há conflito de interesse"
HA003,,"Impact of biomineralization on resin/demineralized dentin bond longevity in a minimally invasive approach: an <em>in vitro</em> 18-month follow-up","Odontologia Infantil - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Moreira KMS*, Bertassoni LEB, Davies RPW, Joia F, Höfling JF, Nascimento FD, Puppin-Rontani RM",,"Não há conflito de interesse"
HA004,,"Proteomic profile of the acquired enamel pellicle of children with early childhood caries and caries-free children","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Silva NC*, Oliveira BP, Ventura TMO, Toniolo J, Buzalaf MAR, Rodrigues JA","<em>(Apoio: CNPq N° 314532/2018-8)</em>","Não há conflito de interesse"
HA005,,"Upper airway changes in miniscrew-anchored maxillary protraction with hybrid and hyrax expanders: a randomized clinical trial","Odontopediatria, Ortodontia e Sc - UNIVERSIDADE DE SÃO PAULO - BAURU.","Miranda F*, Pugliese FS, Massaro C, Bastos JCC, Santos AM, Janson G, Palomo JM, Garib DG","<em>(Apoio: FAPs - FAPESP N° 2017/04141-9  | FAPs - FAPESP N° 2017/24115-2 | FAPs - FAPESP N° 2019/03175-2)</em>","Não há conflito de interesse"
HA006,,"Maxillary dentoskeletal outcomes of the expander with the differential opening and the fan-type expander: a randomized clinical trial","Ortodontia - UNIVERSIDADE DE SÃO PAULO - BAURU.","Massaro C*, Ruellas ACO, Cevidanes LHS, Yatabe MS, Janson G, Miranda F, Lauris JRP, Garib DG","<em>(Apoio: CAPES | FAPs - FAPESP N° 2017/12911-9 | NIDCR R01 DE024450)</em>","Autodeclarado ""<em>Patente referente ao expansor com abertura diferencial no nome da autora Daniela Gamba Garib (PI 1101050-9, Instituto nacional de patente e indústria-Brasil).</em>"""
HA007,,"Nanoscale biomimetic mineralization of bioprinted gelatin methacryloyl for tissue engineering","Odontologia Conservadora - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Balbinot GS*, Subbiah R, Athirasala A, Collares FM, Bertassoni LEB",,"Não há conflito de interesse"
HA008,,"Color stability in relation to degree of conversion and monomer elution for different commercial composites","Clínico - PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL.","Cardoso LI*, Collares FM, Spohr AM, Mota EG, Burnett Júnior LH","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
HA009,,"Effect of different surface treatments and glaze application on the wear resistance of a stained hybrid ceramic","Materiais Odontológicos e Prótese - INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Tribst JPM*, Dal-Piva AMO, Anami LC, Kleverlaan CJ, Bottino MA","<em>(Apoio: FAPs - FAPESP N° 18/07404-3)</em>","Não há conflito de interesse"
HA010,,"Changes in zirconia surface architecture and evaluation of shear bond strength with veneering ceramic after plasma treatment","Materiais Odontológicos e Prótese - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Bitencourt SB*, Santos DM, Bastos NA, Bonfante EA, Rangel EC, Pesqueira AA","<em>(Apoio: FAPs - FAPESP N° 2017/13933-6 | FAPs - FAPESP N° 2018/24984-3)</em>","Não há conflito de interesse"
HA011,,"Objective assessment of the combined effect of exomass-related and motion artefacts in Cone beam CT","Diagnóstico Oral - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Candemil A P*, Oliveira ML, Freitas DQ, Haiter Neto F, Wenzel A, Spin Neto R","<em>(Apoio: CAPES N° 001 | Pró-Reitoria de Pós-Graduação at UNICAMP N° 11/2019)</em>","Não há conflito de interesse"
HA012,,"Automated Identification of Dental Implants by Using Artificial Intelligence","Odontologia - PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS.","Santos RPM*, Oliveira GAA, Aranha-Neto IS, Silva AIV, Alves TKC, Carmelo JC, Manzi FR",,"Não há conflito de interesse"
HA013,,"Phenotypic characterization of macrophages during induced apical periodontitis in mice","Clínica Infantil - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Pucinelli CM*, Nelson-Filho P, León JE, Faccioli LH, Sorgi CA, Silva LAB, Segato RAB","<em>(Apoio: Fapesp N° 2016/24900-9 | CAPES N° 88881.190601/2018-01 | CNPq N° 140139/2019-2)</em>","Não há conflito de interesse"
HA014,,"Epigenetic regulation in human periodontal ligament cells with distinct osteogenic potential: Genome-Wide analysis","Periodontia e Protese - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Assis RIF*, Racca F, Ferreira RS, Nociti-Júnior FH, Ruiz KGS, Silva RA, Wiench M, Andia DC","<em>(Apoio: FAPs - FAPESP  N° 2019/01727-8 | FAPs - FAPESP  N° 2017/12158-9 | FAPs - FAPESP  N° 2017/07944-5)</em>","Não há conflito de interesse"
HA015,,"Interactions between hemodialysis vintage with xerostomia and tooth loss on oral health-related quality of life","Estomatologia - UNIVERSIDADE FEDERAL DE SANTA MARIA.","Oliveira LM*, Schöffer C, Santi SS, Antoniazzi RP, Zanatta FB","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
HA016,,"Analysis of the oral biofilm diversity and protein profile of saliva and acquired enamel pellicle of individuals with periodontitis","Microbiologia - UNIVERSIDADE  DE SÃO PAULO.","Amado PPP*, Kawamoto D, Saraiva L, Siqueira WL, Mayer MPA","<em>(Apoio: FAPESP N° 2015/00259-0)</em>","Não há conflito de interesse"
HA017,,"Effect of topical PTH 1-34 added to bioglass on peri-implant defect in orchiectomized rats","Cirurgia e Clínica Integrada - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Gomes-Ferreira PHS*, Micheletti C, Frigério PB, Monteiro NG, De-Souza-batista FR, Lisboa Filho PN, Grandfield K, Okamoto R","<em>(Apoio: FAPs - FAPESP N° 2017/08187-3)</em>","Não há conflito de interesse"
HA018,,"Stress distribution and micro-gap formation at the abutment-implant interface: a three-dimensional finite element analysis","Materiais Dentários e Prótese - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Tonin BSH*, He Y, Ye N, Chew HP, Fok A","<em>(Apoio: CAPES N° 88881-187982/2018-01)</em>","Não há conflito de interesse"
LH001,,"Otimização de matrizes a base de quitosana para aplicação em endodontia regenerativa","Dentística - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Caballero-Flores H*, Nabeshima CK, Sarra G, Moreira MSNA, Arana-Chavez VE, Marques MM, Machado MEL","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
